id,disease_name,state,case_count,month,year,severity
2455,"Cholera","Rajasthan",4043,1,2024,"High"
2456,"Cholera","Uttar Pradesh",372,1,2024,"Low"
2457,"Cholera","West Bengal",1579,1,2024,"Medium"
2458,"Cholera","Kerala",750,1,2024,"Low"
2459,"Cholera","Gujarat",2997,1,2024,"Medium"
2460,"Cholera","Madhya Pradesh",1956,1,2024,"Medium"
2461,"Tuberculosis","Delhi",2037,1,2024,"Medium"
2462,"Tuberculosis","Maharashtra",2658,1,2024,"Medium"
2463,"Tuberculosis","Karnataka",331,1,2024,"Low"
2464,"Tuberculosis","Tamil Nadu",748,1,2024,"Low"
2465,"Tuberculosis","Rajasthan",3147,1,2024,"High"
2466,"Tuberculosis","Uttar Pradesh",4974,1,2024,"High"
2467,"Tuberculosis","West Bengal",4783,1,2024,"High"
2468,"Tuberculosis","Kerala",4504,1,2024,"High"
2469,"Tuberculosis","Gujarat",2567,1,2024,"Medium"
2470,"Tuberculosis","Madhya Pradesh",4706,1,2024,"High"
2471,"Chikungunya","Delhi",4993,1,2024,"High"
2472,"Chikungunya","Maharashtra",2288,1,2024,"Medium"
2473,"Chikungunya","Karnataka",3945,1,2024,"High"
2474,"Chikungunya","Tamil Nadu",3278,1,2024,"High"
2475,"Chikungunya","Rajasthan",4871,1,2024,"High"
2476,"Chikungunya","Uttar Pradesh",2868,1,2024,"Medium"
2477,"Chikungunya","West Bengal",2189,1,2024,"Medium"
2478,"Chikungunya","Kerala",1906,1,2024,"Medium"
2479,"Chikungunya","Gujarat",3619,1,2024,"High"
2480,"Chikungunya","Madhya Pradesh",1240,1,2024,"Medium"
2481,"Hepatitis A","Delhi",417,1,2024,"Low"
2482,"Hepatitis A","Maharashtra",2558,1,2024,"Medium"
2483,"Hepatitis A","Karnataka",2821,1,2024,"Medium"
2484,"Hepatitis A","Tamil Nadu",2512,1,2024,"Medium"
2485,"Hepatitis A","Rajasthan",1397,1,2024,"Medium"
2486,"Hepatitis A","Uttar Pradesh",2890,1,2024,"Medium"
2487,"Hepatitis A","West Bengal",2571,1,2024,"Medium"
2488,"Hepatitis A","Kerala",260,1,2024,"Low"
2489,"Hepatitis A","Gujarat",105,1,2024,"Low"
2490,"Hepatitis A","Madhya Pradesh",734,1,2024,"Low"
2491,"Japanese Encephalitis","Delhi",2591,1,2024,"Medium"
2492,"Japanese Encephalitis","Maharashtra",2216,1,2024,"Medium"
2493,"Japanese Encephalitis","Karnataka",4511,1,2024,"High"
2494,"Japanese Encephalitis","Tamil Nadu",3786,1,2024,"High"
2495,"Japanese Encephalitis","Rajasthan",3337,1,2024,"High"
2496,"Japanese Encephalitis","Uttar Pradesh",184,1,2024,"Low"
2497,"Japanese Encephalitis","West Bengal",4145,1,2024,"High"
2498,"Japanese Encephalitis","Kerala",30,1,2024,"Low"
2499,"Japanese Encephalitis","Gujarat",3703,1,2024,"High"
2500,"Japanese Encephalitis","Madhya Pradesh",3768,1,2024,"High"
2501,"Dengue","Delhi",415,2,2024,"Low"
2502,"Dengue","Maharashtra",3418,2,2024,"High"
2503,"Dengue","Karnataka",1403,2,2024,"Medium"
2504,"Dengue","Tamil Nadu",648,2,2024,"Low"
2505,"Dengue","Rajasthan",4683,2,2024,"High"
2506,"Dengue","Uttar Pradesh",1078,2,2024,"Medium"
2507,"Dengue","West Bengal",2375,2,2024,"Medium"
2508,"Dengue","Kerala",4948,2,2024,"High"
2509,"Dengue","Gujarat",1381,2,2024,"Medium"
2510,"Dengue","Madhya Pradesh",802,2,2024,"Low"
2511,"Malaria","Delhi",2225,2,2024,"Medium"
2512,"Malaria","Maharashtra",396,2,2024,"Low"
2513,"Malaria","Karnataka",4747,2,2024,"High"
2514,"Malaria","Tamil Nadu",2670,2,2024,"Medium"
2515,"Malaria","Rajasthan",2677,2,2024,"Medium"
2516,"Malaria","Uttar Pradesh",1356,2,2024,"Medium"
2517,"Malaria","West Bengal",421,2,2024,"Low"
2518,"Malaria","Kerala",4618,2,2024,"High"
2519,"Malaria","Gujarat",3123,2,2024,"High"
2520,"Malaria","Madhya Pradesh",2788,2,2024,"Medium"
2521,"Influenza","Delhi",1843,2,2024,"Medium"
2522,"Influenza","Maharashtra",342,2,2024,"Low"
2523,"Influenza","Karnataka",2975,2,2024,"Medium"
2524,"Influenza","Tamil Nadu",392,2,2024,"Low"
2525,"Influenza","Rajasthan",1325,2,2024,"Medium"
2526,"Influenza","Uttar Pradesh",4250,2,2024,"High"
2527,"Influenza","West Bengal",4297,2,2024,"High"
2528,"Influenza","Kerala",1440,2,2024,"Medium"
2529,"Influenza","Gujarat",4825,2,2024,"High"
2530,"Influenza","Madhya Pradesh",4302,2,2024,"High"
2531,"COVID-19","Delhi",1479,2,2024,"Medium"
2532,"COVID-19","Maharashtra",996,2,2024,"Low"
2533,"COVID-19","Karnataka",4839,2,2024,"High"
2534,"COVID-19","Tamil Nadu",2594,2,2024,"Medium"
2535,"COVID-19","Rajasthan",1161,2,2024,"Medium"
2536,"COVID-19","Uttar Pradesh",4816,2,2024,"High"
2537,"COVID-19","West Bengal",473,2,2024,"Low"
2538,"COVID-19","Kerala",886,2,2024,"Low"
2539,"COVID-19","Gujarat",1589,2,2024,"Medium"
2540,"COVID-19","Madhya Pradesh",3264,2,2024,"High"
2541,"Typhoid","Delhi",3239,2,2024,"High"
2542,"Typhoid","Maharashtra",4754,2,2024,"High"
2543,"Typhoid","Karnataka",1979,2,2024,"Medium"
2544,"Typhoid","Tamil Nadu",4944,2,2024,"High"
2545,"Typhoid","Rajasthan",267,2,2024,"Low"
2546,"Typhoid","Uttar Pradesh",2446,2,2024,"Medium"
2547,"Typhoid","West Bengal",2847,2,2024,"Medium"
2548,"Typhoid","Kerala",2876,2,2024,"Medium"
2549,"Typhoid","Gujarat",2477,2,2024,"Medium"
2550,"Typhoid","Madhya Pradesh",802,2,2024,"Low"
2551,"Cholera","Delhi",2025,2,2024,"Medium"
2552,"Cholera","Maharashtra",4728,2,2024,"High"
2553,"Cholera","Karnataka",985,2,2024,"Low"
2554,"Cholera","Tamil Nadu",3782,2,2024,"High"
2555,"Cholera","Rajasthan",3023,2,2024,"High"
2556,"Cholera","Uttar Pradesh",3420,2,2024,"High"
2557,"Cholera","West Bengal",2719,2,2024,"Medium"
2558,"Cholera","Kerala",418,2,2024,"Low"
2559,"Cholera","Gujarat",3475,2,2024,"High"
2560,"Cholera","Madhya Pradesh",544,2,2024,"Low"
2561,"Tuberculosis","Delhi",3227,2,2024,"High"
2562,"Tuberculosis","Maharashtra",3238,2,2024,"High"
2563,"Tuberculosis","Karnataka",2029,2,2024,"Medium"
2564,"Tuberculosis","Tamil Nadu",1004,2,2024,"Medium"
2565,"Tuberculosis","Rajasthan",277,2,2024,"Low"
2566,"Tuberculosis","Uttar Pradesh",850,2,2024,"Low"
2567,"Tuberculosis","West Bengal",1081,2,2024,"Medium"
2568,"Tuberculosis","Kerala",2444,2,2024,"Medium"
2569,"Tuberculosis","Gujarat",1851,2,2024,"Medium"
2570,"Tuberculosis","Madhya Pradesh",126,2,2024,"Low"
2571,"Chikungunya","Delhi",1223,2,2024,"Medium"
2572,"Chikungunya","Maharashtra",176,2,2024,"Low"
2573,"Chikungunya","Karnataka",463,2,2024,"Low"
2574,"Chikungunya","Tamil Nadu",4258,2,2024,"High"
2575,"Chikungunya","Rajasthan",3139,2,2024,"High"
2576,"Chikungunya","Uttar Pradesh",3408,2,2024,"High"
2577,"Chikungunya","West Bengal",2731,2,2024,"Medium"
2578,"Chikungunya","Kerala",1102,2,2024,"Medium"
2579,"Chikungunya","Gujarat",2807,2,2024,"Medium"
2580,"Chikungunya","Madhya Pradesh",4356,2,2024,"High"
2581,"Hepatitis A","Delhi",3301,2,2024,"High"
2582,"Hepatitis A","Maharashtra",4146,2,2024,"High"
2583,"Hepatitis A","Karnataka",4739,2,2024,"High"
2584,"Hepatitis A","Tamil Nadu",4208,2,2024,"High"
2585,"Hepatitis A","Rajasthan",3947,2,2024,"High"
2586,"Hepatitis A","Uttar Pradesh",4542,2,2024,"High"
2587,"Hepatitis A","West Bengal",1423,2,2024,"Medium"
2588,"Hepatitis A","Kerala",4672,2,2024,"High"
2589,"Hepatitis A","Gujarat",2013,2,2024,"Medium"
2590,"Hepatitis A","Madhya Pradesh",3778,2,2024,"High"
2591,"Japanese Encephalitis","Delhi",1633,2,2024,"Medium"
2592,"Japanese Encephalitis","Maharashtra",2076,2,2024,"Medium"
2593,"Japanese Encephalitis","Karnataka",4569,2,2024,"High"
2594,"Japanese Encephalitis","Tamil Nadu",3382,2,2024,"High"
2595,"Japanese Encephalitis","Rajasthan",199,2,2024,"Low"
2596,"Japanese Encephalitis","Uttar Pradesh",3244,2,2024,"High"
2597,"Japanese Encephalitis","West Bengal",3917,2,2024,"High"
2598,"Japanese Encephalitis","Kerala",546,2,2024,"Low"
2599,"Japanese Encephalitis","Gujarat",1555,2,2024,"Medium"
2600,"Japanese Encephalitis","Madhya Pradesh",1716,2,2024,"Medium"
2601,"Dengue","Delhi",2529,3,2024,"Medium"
2602,"Dengue","Maharashtra",4206,3,2024,"High"
2603,"Dengue","Karnataka",1429,3,2024,"Medium"
2604,"Dengue","Tamil Nadu",2828,3,2024,"Medium"
2605,"Dengue","Rajasthan",4749,3,2024,"High"
2606,"Dengue","Uttar Pradesh",3658,3,2024,"High"
2607,"Dengue","West Bengal",577,3,2024,"Low"
2608,"Dengue","Kerala",1056,3,2024,"Medium"
2609,"Dengue","Gujarat",4363,3,2024,"High"
2610,"Dengue","Madhya Pradesh",478,3,2024,"Low"
2611,"Malaria","Delhi",3807,3,2024,"High"
2612,"Malaria","Maharashtra",3796,3,2024,"High"
2613,"Malaria","Karnataka",3871,3,2024,"High"
2614,"Malaria","Tamil Nadu",4818,3,2024,"High"
2615,"Malaria","Rajasthan",3041,3,2024,"High"
2616,"Malaria","Uttar Pradesh",3816,3,2024,"High"
2617,"Malaria","West Bengal",4155,3,2024,"High"
2618,"Malaria","Kerala",166,3,2024,"Low"
2619,"Malaria","Gujarat",2021,3,2024,"Medium"
2620,"Malaria","Madhya Pradesh",2828,3,2024,"Medium"
2621,"Influenza","Delhi",1295,3,2024,"Medium"
2622,"Influenza","Maharashtra",4690,3,2024,"High"
2623,"Influenza","Karnataka",2617,3,2024,"Medium"
2624,"Influenza","Tamil Nadu",4328,3,2024,"High"
2625,"Influenza","Rajasthan",537,3,2024,"Low"
2626,"Influenza","Uttar Pradesh",3838,3,2024,"High"
2627,"Influenza","West Bengal",2959,3,2024,"Medium"
2628,"Influenza","Kerala",1512,3,2024,"Medium"
2629,"Influenza","Gujarat",2375,3,2024,"Medium"
2630,"Influenza","Madhya Pradesh",2746,3,2024,"Medium"
2631,"COVID-19","Delhi",2283,3,2024,"Medium"
2632,"COVID-19","Maharashtra",2052,3,2024,"Medium"
2633,"COVID-19","Karnataka",3555,3,2024,"High"
2634,"COVID-19","Tamil Nadu",2662,3,2024,"Medium"
2635,"COVID-19","Rajasthan",991,3,2024,"Low"
2636,"COVID-19","Uttar Pradesh",520,3,2024,"Low"
2637,"COVID-19","West Bengal",2935,3,2024,"Medium"
2638,"COVID-19","Kerala",3850,3,2024,"High"
2639,"COVID-19","Gujarat",667,3,2024,"Low"
2640,"COVID-19","Madhya Pradesh",4576,3,2024,"High"
2641,"Typhoid","Delhi",339,3,2024,"Low"
2642,"Typhoid","Maharashtra",3470,3,2024,"High"
2643,"Typhoid","Karnataka",2805,3,2024,"Medium"
2644,"Typhoid","Tamil Nadu",3020,3,2024,"High"
2645,"Typhoid","Rajasthan",3223,3,2024,"High"
2646,"Typhoid","Uttar Pradesh",4498,3,2024,"High"
2647,"Typhoid","West Bengal",483,3,2024,"Low"
2648,"Typhoid","Kerala",1324,3,2024,"Medium"
2649,"Typhoid","Gujarat",1593,3,2024,"Medium"
2650,"Typhoid","Madhya Pradesh",3294,3,2024,"High"
2651,"Cholera","Delhi",4013,3,2024,"High"
2652,"Cholera","Maharashtra",1564,3,2024,"Medium"
2653,"Cholera","Karnataka",3757,3,2024,"High"
2654,"Cholera","Tamil Nadu",914,3,2024,"Low"
2655,"Cholera","Rajasthan",2187,3,2024,"Medium"
2656,"Cholera","Uttar Pradesh",3988,3,2024,"High"
2657,"Cholera","West Bengal",1017,3,2024,"Medium"
2658,"Cholera","Kerala",3150,3,2024,"High"
2659,"Cholera","Gujarat",503,3,2024,"Low"
2660,"Cholera","Madhya Pradesh",2892,3,2024,"Medium"
2661,"Tuberculosis","Delhi",2199,3,2024,"Medium"
2662,"Tuberculosis","Maharashtra",1138,3,2024,"Medium"
2663,"Tuberculosis","Karnataka",1955,3,2024,"Medium"
2664,"Tuberculosis","Tamil Nadu",3188,3,2024,"High"
2665,"Tuberculosis","Rajasthan",3177,3,2024,"High"
2666,"Tuberculosis","Uttar Pradesh",3222,3,2024,"High"
2667,"Tuberculosis","West Bengal",831,3,2024,"Low"
2668,"Tuberculosis","Kerala",2604,3,2024,"Medium"
2669,"Tuberculosis","Gujarat",1645,3,2024,"Medium"
2670,"Tuberculosis","Madhya Pradesh",3554,3,2024,"High"
2671,"Chikungunya","Delhi",1307,3,2024,"Medium"
2672,"Chikungunya","Maharashtra",896,3,2024,"Low"
2673,"Chikungunya","Karnataka",3937,3,2024,"High"
2674,"Chikungunya","Tamil Nadu",326,3,2024,"Low"
2675,"Chikungunya","Rajasthan",837,3,2024,"Low"
2676,"Chikungunya","Uttar Pradesh",4564,3,2024,"High"
2677,"Chikungunya","West Bengal",3949,3,2024,"High"
2678,"Chikungunya","Kerala",258,3,2024,"Low"
2679,"Chikungunya","Gujarat",4795,3,2024,"High"
2680,"Chikungunya","Madhya Pradesh",4844,3,2024,"High"
2681,"Hepatitis A","Delhi",593,3,2024,"Low"
2682,"Hepatitis A","Maharashtra",2086,3,2024,"Medium"
2683,"Hepatitis A","Karnataka",2477,3,2024,"Medium"
2684,"Hepatitis A","Tamil Nadu",3808,3,2024,"High"
2685,"Hepatitis A","Rajasthan",3117,3,2024,"High"
2686,"Hepatitis A","Uttar Pradesh",4330,3,2024,"High"
2687,"Hepatitis A","West Bengal",1305,3,2024,"Medium"
2688,"Hepatitis A","Kerala",4224,3,2024,"High"
2689,"Hepatitis A","Gujarat",235,3,2024,"Low"
2690,"Hepatitis A","Madhya Pradesh",1990,3,2024,"Medium"
2691,"Japanese Encephalitis","Delhi",61,3,2024,"Low"
2692,"Japanese Encephalitis","Maharashtra",1724,3,2024,"Medium"
2693,"Japanese Encephalitis","Karnataka",3583,3,2024,"High"
2694,"Japanese Encephalitis","Tamil Nadu",3826,3,2024,"High"
2695,"Japanese Encephalitis","Rajasthan",4363,3,2024,"High"
2696,"Japanese Encephalitis","Uttar Pradesh",4048,3,2024,"High"
2697,"Japanese Encephalitis","West Bengal",347,3,2024,"Low"
2698,"Japanese Encephalitis","Kerala",4294,3,2024,"High"
2699,"Japanese Encephalitis","Gujarat",1247,3,2024,"Medium"
2700,"Japanese Encephalitis","Madhya Pradesh",4552,3,2024,"High"
2701,"Dengue","Delhi",901,4,2024,"Low"
2702,"Dengue","Maharashtra",3034,4,2024,"High"
2703,"Dengue","Karnataka",2467,4,2024,"Medium"
2704,"Dengue","Tamil Nadu",2184,4,2024,"Medium"
2705,"Dengue","Rajasthan",2345,4,2024,"Medium"
2706,"Dengue","Uttar Pradesh",918,4,2024,"Low"
2707,"Dengue","West Bengal",3351,4,2024,"High"
2708,"Dengue","Kerala",2084,4,2024,"Medium"
2709,"Dengue","Gujarat",783,4,2024,"Low"
2710,"Dengue","Madhya Pradesh",1906,4,2024,"Medium"
2711,"Malaria","Delhi",4715,4,2024,"High"
2712,"Malaria","Maharashtra",3880,4,2024,"High"
2713,"Malaria","Karnataka",4531,4,2024,"High"
2714,"Malaria","Tamil Nadu",790,4,2024,"Low"
2715,"Malaria","Rajasthan",3135,4,2024,"High"
2716,"Malaria","Uttar Pradesh",3900,4,2024,"High"
2717,"Malaria","West Bengal",3981,4,2024,"High"
2718,"Malaria","Kerala",1810,4,2024,"Medium"
2719,"Malaria","Gujarat",4163,4,2024,"High"
2720,"Malaria","Madhya Pradesh",1128,4,2024,"Medium"
2721,"Influenza","Delhi",2257,4,2024,"Medium"
2722,"Influenza","Maharashtra",3318,4,2024,"High"
2723,"Influenza","Karnataka",2189,4,2024,"Medium"
2724,"Influenza","Tamil Nadu",3976,4,2024,"High"
2725,"Influenza","Rajasthan",4311,4,2024,"High"
2726,"Influenza","Uttar Pradesh",4666,4,2024,"High"
2727,"Influenza","West Bengal",3963,4,2024,"High"
2728,"Influenza","Kerala",3064,4,2024,"High"
2729,"Influenza","Gujarat",4067,4,2024,"High"
2730,"Influenza","Madhya Pradesh",1342,4,2024,"Medium"
2731,"COVID-19","Delhi",805,4,2024,"Low"
2732,"COVID-19","Maharashtra",4648,4,2024,"High"
2733,"COVID-19","Karnataka",789,4,2024,"Low"
2734,"COVID-19","Tamil Nadu",4738,4,2024,"High"
2735,"COVID-19","Rajasthan",1859,4,2024,"Medium"
2736,"COVID-19","Uttar Pradesh",1256,4,2024,"Medium"
2737,"COVID-19","West Bengal",3739,4,2024,"High"
2738,"COVID-19","Kerala",574,4,2024,"Low"
2739,"COVID-19","Gujarat",1469,4,2024,"Medium"
2740,"COVID-19","Madhya Pradesh",4664,4,2024,"High"
2741,"Typhoid","Delhi",3615,4,2024,"High"
2742,"Typhoid","Maharashtra",2730,4,2024,"Medium"
2743,"Typhoid","Karnataka",3003,4,2024,"High"
2744,"Typhoid","Tamil Nadu",2432,4,2024,"Medium"
2745,"Typhoid","Rajasthan",2305,4,2024,"Medium"
2746,"Typhoid","Uttar Pradesh",3390,4,2024,"High"
2747,"Typhoid","West Bengal",165,4,2024,"Low"
2748,"Typhoid","Kerala",792,4,2024,"Low"
2749,"Typhoid","Gujarat",4919,4,2024,"High"
2750,"Typhoid","Madhya Pradesh",4274,4,2024,"High"
2751,"Cholera","Delhi",3131,4,2024,"High"
2752,"Cholera","Maharashtra",1220,4,2024,"Medium"
2753,"Cholera","Karnataka",1011,4,2024,"Medium"
2754,"Cholera","Tamil Nadu",3894,4,2024,"High"
2755,"Cholera","Rajasthan",3111,4,2024,"High"
2756,"Cholera","Uttar Pradesh",2416,4,2024,"Medium"
2757,"Cholera","West Bengal",2669,4,2024,"Medium"
2758,"Cholera","Kerala",3802,4,2024,"High"
2759,"Cholera","Gujarat",3171,4,2024,"High"
2760,"Cholera","Madhya Pradesh",1100,4,2024,"Medium"
2761,"Tuberculosis","Delhi",4603,4,2024,"High"
2762,"Tuberculosis","Maharashtra",3350,4,2024,"High"
2763,"Tuberculosis","Karnataka",2439,4,2024,"Medium"
2764,"Tuberculosis","Tamil Nadu",2544,4,2024,"Medium"
2765,"Tuberculosis","Rajasthan",1199,4,2024,"Medium"
2766,"Tuberculosis","Uttar Pradesh",4826,4,2024,"High"
2767,"Tuberculosis","West Bengal",809,4,2024,"Low"
2768,"Tuberculosis","Kerala",3852,4,2024,"High"
2769,"Tuberculosis","Gujarat",3963,4,2024,"High"
2770,"Tuberculosis","Madhya Pradesh",990,4,2024,"Low"
2771,"Chikungunya","Delhi",2029,4,2024,"Medium"
2772,"Chikungunya","Maharashtra",2164,4,2024,"Medium"
2773,"Chikungunya","Karnataka",191,4,2024,"Low"
2774,"Chikungunya","Tamil Nadu",2898,4,2024,"Medium"
2775,"Chikungunya","Rajasthan",379,4,2024,"Low"
2776,"Chikungunya","Uttar Pradesh",1936,4,2024,"Medium"
2777,"Chikungunya","West Bengal",3169,4,2024,"High"
2778,"Chikungunya","Kerala",4806,4,2024,"High"
2779,"Chikungunya","Gujarat",2799,4,2024,"Medium"
2780,"Chikungunya","Madhya Pradesh",3452,4,2024,"High"
2781,"Hepatitis A","Delhi",3693,4,2024,"High"
2782,"Hepatitis A","Maharashtra",3810,4,2024,"High"
2783,"Hepatitis A","Karnataka",4123,4,2024,"High"
2784,"Hepatitis A","Tamil Nadu",4536,4,2024,"High"
2785,"Hepatitis A","Rajasthan",4553,4,2024,"High"
2786,"Hepatitis A","Uttar Pradesh",3766,4,2024,"High"
2787,"Hepatitis A","West Bengal",2333,4,2024,"Medium"
2788,"Hepatitis A","Kerala",3040,4,2024,"High"
2789,"Hepatitis A","Gujarat",2335,4,2024,"Medium"
2790,"Hepatitis A","Madhya Pradesh",4906,4,2024,"High"
2791,"Japanese Encephalitis","Delhi",4953,4,2024,"High"
2792,"Japanese Encephalitis","Maharashtra",2180,4,2024,"Medium"
2793,"Japanese Encephalitis","Karnataka",155,4,2024,"Low"
2794,"Japanese Encephalitis","Tamil Nadu",2750,4,2024,"Medium"
2795,"Japanese Encephalitis","Rajasthan",167,4,2024,"Low"
2796,"Japanese Encephalitis","Uttar Pradesh",3596,4,2024,"High"
2797,"Japanese Encephalitis","West Bengal",3639,4,2024,"High"
2798,"Japanese Encephalitis","Kerala",50,4,2024,"Low"
2799,"Japanese Encephalitis","Gujarat",451,4,2024,"Low"
2800,"Japanese Encephalitis","Madhya Pradesh",4808,4,2024,"High"
2801,"Dengue","Delhi",4441,5,2024,"High"
2802,"Dengue","Maharashtra",4790,5,2024,"High"
2803,"Dengue","Karnataka",2367,5,2024,"Medium"
2804,"Dengue","Tamil Nadu",3200,5,2024,"High"
2805,"Dengue","Rajasthan",1405,5,2024,"Medium"
2806,"Dengue","Uttar Pradesh",2650,5,2024,"Medium"
2807,"Dengue","West Bengal",3227,5,2024,"High"
2808,"Dengue","Kerala",4524,5,2024,"High"
2809,"Dengue","Gujarat",4115,5,2024,"High"
2810,"Dengue","Madhya Pradesh",3414,5,2024,"High"
2811,"Malaria","Delhi",1311,5,2024,"Medium"
2812,"Malaria","Maharashtra",708,5,2024,"Low"
2813,"Malaria","Karnataka",3957,5,2024,"High"
2814,"Malaria","Tamil Nadu",1570,5,2024,"Medium"
2815,"Malaria","Rajasthan",2361,5,2024,"Medium"
2816,"Malaria","Uttar Pradesh",3984,5,2024,"High"
2817,"Malaria","West Bengal",1459,5,2024,"Medium"
2818,"Malaria","Kerala",4030,5,2024,"High"
2819,"Malaria","Gujarat",2415,5,2024,"Medium"
2820,"Malaria","Madhya Pradesh",4560,5,2024,"High"
2821,"Influenza","Delhi",2829,5,2024,"Medium"
2822,"Influenza","Maharashtra",1914,5,2024,"Medium"
2823,"Influenza","Karnataka",4737,5,2024,"High"
2824,"Influenza","Tamil Nadu",3048,5,2024,"High"
2825,"Influenza","Rajasthan",1793,5,2024,"Medium"
2826,"Influenza","Uttar Pradesh",1022,5,2024,"Medium"
2827,"Influenza","West Bengal",2783,5,2024,"Medium"
2828,"Influenza","Kerala",1592,5,2024,"Medium"
2829,"Influenza","Gujarat",1021,5,2024,"Medium"
2830,"Influenza","Madhya Pradesh",1826,5,2024,"Medium"
2831,"COVID-19","Delhi",3385,5,2024,"High"
2832,"COVID-19","Maharashtra",3492,5,2024,"High"
2833,"COVID-19","Karnataka",1067,5,2024,"Medium"
2834,"COVID-19","Tamil Nadu",2086,5,2024,"Medium"
2835,"COVID-19","Rajasthan",2567,5,2024,"Medium"
2836,"COVID-19","Uttar Pradesh",3376,5,2024,"High"
2837,"COVID-19","West Bengal",3253,5,2024,"High"
2838,"COVID-19","Kerala",4122,5,2024,"High"
2839,"COVID-19","Gujarat",4129,5,2024,"High"
2840,"COVID-19","Madhya Pradesh",2400,5,2024,"Medium"
2841,"Typhoid","Delhi",1329,5,2024,"Medium"
2842,"Typhoid","Maharashtra",1430,5,2024,"Medium"
2843,"Typhoid","Karnataka",463,5,2024,"Low"
2844,"Typhoid","Tamil Nadu",528,5,2024,"Low"
2845,"Typhoid","Rajasthan",3965,5,2024,"High"
2846,"Typhoid","Uttar Pradesh",738,5,2024,"Low"
2847,"Typhoid","West Bengal",4561,5,2024,"High"
2848,"Typhoid","Kerala",1988,5,2024,"Medium"
2849,"Typhoid","Gujarat",2345,5,2024,"Medium"
2850,"Typhoid","Madhya Pradesh",1470,5,2024,"Medium"
2851,"Cholera","Delhi",1455,5,2024,"Medium"
2852,"Cholera","Maharashtra",452,5,2024,"Low"
2853,"Cholera","Karnataka",3399,5,2024,"High"
2854,"Cholera","Tamil Nadu",138,5,2024,"Low"
2855,"Cholera","Rajasthan",2201,5,2024,"Medium"
2856,"Cholera","Uttar Pradesh",2956,5,2024,"Medium"
2857,"Cholera","West Bengal",219,5,2024,"Low"
2858,"Cholera","Kerala",2758,5,2024,"Medium"
2859,"Cholera","Gujarat",917,5,2024,"Low"
2860,"Cholera","Madhya Pradesh",4400,5,2024,"High"
2861,"Tuberculosis","Delhi",2335,5,2024,"Medium"
2862,"Tuberculosis","Maharashtra",2242,5,2024,"Medium"
2863,"Tuberculosis","Karnataka",2315,5,2024,"Medium"
2864,"Tuberculosis","Tamil Nadu",2620,5,2024,"Medium"
2865,"Tuberculosis","Rajasthan",3753,5,2024,"High"
2866,"Tuberculosis","Uttar Pradesh",3662,5,2024,"High"
2867,"Tuberculosis","West Bengal",1559,5,2024,"Medium"
2868,"Tuberculosis","Kerala",2240,5,2024,"Medium"
2869,"Tuberculosis","Gujarat",4599,5,2024,"High"
2870,"Tuberculosis","Madhya Pradesh",730,5,2024,"Low"
2871,"Chikungunya","Delhi",2049,5,2024,"Medium"
2872,"Chikungunya","Maharashtra",1640,5,2024,"Medium"
2873,"Chikungunya","Karnataka",1769,5,2024,"Medium"
2874,"Chikungunya","Tamil Nadu",2998,5,2024,"Medium"
2875,"Chikungunya","Rajasthan",1463,5,2024,"Medium"
2876,"Chikungunya","Uttar Pradesh",1952,5,2024,"Medium"
2877,"Chikungunya","West Bengal",4359,5,2024,"High"
2878,"Chikungunya","Kerala",1466,5,2024,"Medium"
2879,"Chikungunya","Gujarat",3963,5,2024,"High"
2880,"Chikungunya","Madhya Pradesh",2400,5,2024,"Medium"
2881,"Hepatitis A","Delhi",1969,5,2024,"Medium"
2882,"Hepatitis A","Maharashtra",3614,5,2024,"High"
2883,"Hepatitis A","Karnataka",3343,5,2024,"High"
2884,"Hepatitis A","Tamil Nadu",484,5,2024,"Low"
2885,"Hepatitis A","Rajasthan",1581,5,2024,"Medium"
2886,"Hepatitis A","Uttar Pradesh",4914,5,2024,"High"
2887,"Hepatitis A","West Bengal",4635,5,2024,"High"
2888,"Hepatitis A","Kerala",888,5,2024,"Low"
2889,"Hepatitis A","Gujarat",2777,5,2024,"Medium"
2890,"Hepatitis A","Madhya Pradesh",4830,5,2024,"High"
2891,"Japanese Encephalitis","Delhi",1375,5,2024,"Medium"
2892,"Japanese Encephalitis","Maharashtra",3320,5,2024,"High"
2893,"Japanese Encephalitis","Karnataka",3351,5,2024,"High"
2894,"Japanese Encephalitis","Tamil Nadu",4850,5,2024,"High"
2895,"Japanese Encephalitis","Rajasthan",3257,5,2024,"High"
2896,"Japanese Encephalitis","Uttar Pradesh",1848,5,2024,"Medium"
2897,"Japanese Encephalitis","West Bengal",457,5,2024,"Low"
2898,"Japanese Encephalitis","Kerala",4046,5,2024,"High"
2899,"Japanese Encephalitis","Gujarat",2517,5,2024,"Medium"
2900,"Japanese Encephalitis","Madhya Pradesh",2084,5,2024,"Medium"
2901,"Dengue","Delhi",4951,6,2024,"High"
2902,"Dengue","Maharashtra",3002,6,2024,"High"
2903,"Dengue","Karnataka",2435,6,2024,"Medium"
2904,"Dengue","Tamil Nadu",1628,6,2024,"Medium"
2905,"Dengue","Rajasthan",2137,6,2024,"Medium"
2906,"Dengue","Uttar Pradesh",3158,6,2024,"High"
2907,"Dengue","West Bengal",2957,6,2024,"Medium"
2908,"Dengue","Kerala",1764,6,2024,"Medium"
2909,"Dengue","Gujarat",2863,6,2024,"Medium"
2910,"Dengue","Madhya Pradesh",2754,6,2024,"Medium"
